price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
9225000.0,5402,3,2,2,yes,yes,yes,no,yes,0,yes,unfurnished
5213000.0,6500,2,2,2,yes,no,yes,yes,no,0,yes,unfurnished
3729000.0,2286,3,1,3,no,no,yes,no,yes,0,no,unfurnished
4761000.0,4604,3,2,2,no,yes,yes,no,no,1,no,unfurnished
4497000.0,3136,2,1,2,no,yes,no,no,no,3,no,unfurnished
5455000.0,3992,2,1,1,yes,no,no,no,yes,3,no,unfurnished
4250000.0,4253,2,1,1,no,yes,no,yes,no,3,yes,furnished
5576000.0,11303,3,3,2,no,yes,yes,yes,yes,1,no,furnished
6167000.0,5940,2,3,3,yes,yes,yes,no,yes,0,no,semi-furnished
2371000.0,4337,2,1,1,no,yes,no,no,no,0,yes,semi-furnished
5915000.0,4332,2,1,1,yes,no,yes,yes,yes,3,no,unfurnished
3095000.0,5474,3,2,1,yes,no,no,yes,yes,0,no,semi-furnished
9923000.0,7528,2,1,1,no,yes,yes,no,no,3,yes,semi-furnished
2158000.0,1925,3,1,2,no,yes,yes,yes,yes,1,yes,furnished
5196000.0,6048,5,2,2,no,no,yes,yes,no,1,yes,semi-furnished
6899000.0,5644,4,2,4,no,yes,yes,yes,no,0,no,furnished
4269000.0,7640,2,2,2,no,yes,no,no,no,1,no,semi-furnished
2831000.0,3676,5,1,1,yes,yes,no,no,yes,1,yes,semi-furnished
7040000.0,4081,3,1,1,no,yes,no,yes,no,0,yes,furnished
3153000.0,2581,2,2,1,yes,no,no,yes,no,0,yes,unfurnished
3188000.0,3144,4,1,2,no,yes,yes,no,no,3,no,furnished
3675000.0,2520,3,1,2,yes,no,yes,no,no,0,no,unfurnished
5649000.0,3231,3,2,3,no,no,yes,no,no,2,yes,semi-furnished
4535000.0,2889,4,2,1,yes,yes,no,no,yes,1,no,unfurnished
6615000.0,3601,2,1,3,yes,yes,yes,no,no,3,yes,unfurnished
2990000.0,4625,4,1,2,no,yes,no,no,yes,2,no,unfurnished
3780000.0,5388,3,2,1,yes,no,yes,yes,yes,2,no,semi-furnished
3745000.0,4838,2,1,3,no,yes,yes,yes,yes,0,yes,furnished
3351000.0,3653,4,1,2,yes,yes,no,no,no,1,yes,semi-furnished
4664000.0,4704,4,2,1,yes,yes,yes,no,no,3,yes,semi-furnished
3110000.0,3442,3,1,2,yes,yes,yes,no,yes,1,no,semi-furnished
7109000.0,7685,2,2,5,no,yes,no,yes,yes,0,yes,semi-furnished
3287000.0,5554,1,2,2,no,no,yes,yes,no,0,no,furnished
6285000.0,6010,2,2,1,yes,no,no,no,yes,0,yes,unfurnished
4111000.0,9710,2,1,1,yes,yes,yes,yes,yes,0,no,semi-furnished
5319000.0,4703,6,2,4,yes,no,yes,yes,yes,0,no,furnished
3164000.0,3688,3,3,2,no,no,no,no,no,1,no,furnished
5799000.0,6948,3,3,5,yes,no,yes,no,yes,1,no,semi-furnished
5687000.0,6083,5,3,1,no,no,no,no,yes,0,no,furnished
5085000.0,8052,2,1,2,no,no,no,no,yes,1,no,furnished
3716000.0,4067,3,2,2,no,yes,no,yes,no,0,no,furnished
3583000.0,2182,2,1,3,no,yes,yes,yes,no,0,no,furnished
5262000.0,3692,2,2,2,yes,no,no,no,yes,3,no,unfurnished
6094000.0,3184,4,1,3,yes,yes,no,no,no,1,yes,semi-furnished
3824000.0,2744,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished
5665000.0,5914,4,1,3,no,no,no,yes,yes,0,yes,semi-furnished
5405000.0,5429,3,3,2,no,no,yes,no,yes,0,no,unfurnished
4056000.0,7827,2,2,1,no,yes,yes,yes,yes,4,no,unfurnished
3435000.0,3473,4,1,1,yes,no,yes,no,yes,0,yes,unfurnished
2039000.0,2813,1,2,2,no,no,no,yes,yes,1,yes,semi-furnished
3670000.0,3970,4,3,3,no,yes,no,no,no,1,yes,furnished
5118000.0,3787,2,2,1,no,yes,yes,yes,no,0,no,unfurnished
2870000.0,2709,3,1,1,no,no,yes,yes,no,1,no,furnished
3614000.0,4099,2,1,1,no,no,no,no,yes,0,no,furnished
3571000.0,2936,2,2,3,no,yes,no,no,yes,1,yes,furnished
4516000.0,4214,4,2,2,yes,no,no,yes,no,2,yes,semi-furnished
2828000.0,7523,2,1,1,no,no,no,yes,yes,0,yes,semi-furnished
3696000.0,4088,2,1,2,yes,yes,no,no,no,1,no,semi-furnished
3100000.0,3426,2,1,1,yes,yes,no,no,no,3,no,furnished
5055000.0,4383,4,1,1,no,yes,no,yes,no,3,yes,semi-furnished
2255000.0,4066,4,1,2,yes,no,yes,no,no,1,no,semi-furnished
3305000.0,3617,3,1,1,no,yes,yes,yes,yes,0,yes,semi-furnished
8747000.0,5555,3,2,2,no,yes,yes,no,yes,2,yes,unfurnished
2909000.0,3386,3,1,2,yes,no,yes,yes,no,2,yes,unfurnished
2932000.0,3431,4,1,3,no,yes,yes,no,no,0,no,semi-furnished
5885000.0,6079,3,3,1,yes,yes,yes,yes,no,1,yes,furnished
4998000.0,4852,4,2,2,yes,yes,no,yes,no,0,yes,furnished
1967000.0,3325,2,1,2,no,yes,yes,yes,no,0,no,furnished
5245000.0,7897,2,3,2,no,no,yes,no,no,2,no,unfurnished
6970000.0,6598,3,1,2,no,yes,no,yes,no,1,no,furnished
8531000.0,7394,3,1,4,no,yes,yes,yes,yes,2,no,furnished
2655000.0,3493,1,2,2,yes,yes,no,no,no,0,yes,furnished
4023000.0,5740,1,1,2,yes,yes,yes,no,yes,2,no,furnished
3316000.0,4474,3,2,3,yes,no,yes,yes,yes,1,no,unfurnished
4798000.0,6339,2,3,3,no,no,no,yes,no,1,yes,unfurnished
5021000.0,5702,4,1,1,yes,yes,no,no,no,1,no,furnished
3112000.0,6290,4,1,1,yes,yes,yes,yes,no,1,no,semi-furnished
6261000.0,7910,3,2,1,no,no,no,yes,yes,0,no,unfurnished
5924000.0,4589,4,4,2,no,yes,no,no,no,2,no,semi-furnished
3316000.0,6415,3,2,2,yes,yes,no,yes,yes,0,yes,semi-furnished
3339000.0,5000,4,1,3,yes,no,no,no,yes,1,no,semi-furnished
2808000.0,14198,4,1,1,no,yes,yes,no,yes,1,yes,semi-furnished
3420000.0,2848,2,2,1,no,yes,no,yes,no,1,yes,furnished
3713000.0,3647,4,1,1,yes,yes,no,no,no,0,no,unfurnished
4676000.0,4031,3,2,1,yes,yes,yes,yes,no,0,yes,unfurnished
5148000.0,5087,5,3,1,yes,yes,no,no,yes,0,yes,semi-furnished
2206000.0,4121,1,2,1,yes,yes,no,no,no,0,no,semi-furnished
8066000.0,7555,2,2,1,yes,yes,yes,yes,no,3,no,semi-furnished
4140000.0,4497,2,1,1,no,yes,yes,no,no,1,yes,unfurnished
4364000.0,3552,3,1,2,no,yes,no,no,no,0,yes,furnished
3339000.0,8342,3,2,1,yes,no,yes,yes,yes,3,no,unfurnished
5412000.0,6774,3,3,3,yes,no,yes,no,yes,1,no,semi-furnished
3976000.0,3474,3,2,1,yes,yes,no,no,yes,1,yes,unfurnished
3996000.0,3430,2,2,1,no,no,no,no,yes,3,no,unfurnished
5352000.0,4654,4,3,3,no,no,yes,yes,no,1,no,unfurnished
5890000.0,5712,4,1,1,yes,yes,no,no,no,3,yes,furnished
1901000.0,3079,1,1,1,yes,yes,yes,yes,yes,2,yes,unfurnished
3070000.0,4666,3,1,2,yes,no,yes,yes,yes,0,yes,furnished
5755000.0,6716,2,1,1,no,no,yes,yes,no,0,yes,unfurnished
3389000.0,3953,1,1,1,yes,no,yes,yes,no,0,no,semi-furnished
2656000.0,3805,2,2,1,no,no,yes,yes,yes,1,yes,semi-furnished
6529000.0,5677,5,1,2,yes,yes,yes,no,no,2,yes,furnished
6492000.0,4959,4,3,4,no,no,no,yes,yes,2,no,unfurnished
3411000.0,6669,2,1,1,yes,yes,no,yes,no,1,yes,furnished
7685000.0,5968,3,2,1,yes,yes,yes,yes,yes,1,yes,semi-furnished
2343000.0,4293,2,1,1,yes,yes,no,no,no,0,no,unfurnished
3758000.0,3373,4,1,1,no,no,no,yes,no,0,no,semi-furnished
5128000.0,3158,3,2,2,no,no,no,yes,no,1,yes,semi-furnished
2908000.0,4648,4,1,2,no,no,no,yes,no,0,yes,furnished
6495000.0,4352,2,1,3,yes,no,no,no,yes,1,yes,unfurnished
3166000.0,2536,1,2,1,no,no,yes,no,yes,2,yes,furnished
1968000.0,2736,1,2,1,yes,no,yes,no,yes,3,no,unfurnished
4124000.0,3548,1,1,2,yes,yes,yes,yes,no,3,yes,furnished
3703000.0,3419,5,1,3,no,yes,no,no,no,1,no,semi-furnished
4297000.0,3677,2,2,3,no,yes,yes,yes,no,0,no,semi-furnished
4135000.0,5512,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
12925000.0,7285,5,1,3,yes,no,yes,no,no,2,no,unfurnished
2582000.0,1599,2,1,3,no,yes,no,yes,yes,0,no,semi-furnished
3911000.0,5646,2,1,1,yes,no,no,no,yes,1,yes,semi-furnished
7410000.0,5954,2,1,1,yes,yes,yes,yes,yes,0,yes,semi-furnished
7022000.0,4100,3,1,1,yes,yes,no,yes,no,3,yes,unfurnished
4607000.0,3302,4,2,1,no,no,yes,yes,yes,2,no,semi-furnished
2465000.0,2706,2,2,2,no,yes,no,yes,no,0,no,semi-furnished
6143000.0,9339,4,3,1,no,no,yes,yes,yes,3,no,semi-furnished
5344000.0,3434,4,1,1,no,no,yes,yes,yes,0,no,furnished
7356000.0,10108,4,1,1,no,yes,no,no,no,2,no,unfurnished
4952000.0,4439,3,2,1,no,no,no,no,yes,1,no,semi-furnished
3120000.0,3387,2,1,1,no,yes,yes,yes,no,0,no,unfurnished
7015000.0,11053,4,3,1,yes,no,yes,no,yes,1,yes,unfurnished
3308000.0,5783,1,1,1,yes,yes,yes,yes,yes,1,no,furnished
3854000.0,3298,3,3,1,yes,yes,no,no,yes,1,yes,unfurnished
4219000.0,3983,4,3,2,yes,no,no,no,yes,3,yes,semi-furnished
5842000.0,2709,3,1,1,no,yes,yes,no,no,0,yes,furnished
3653000.0,3788,2,1,1,no,no,no,yes,no,0,no,furnished
3536000.0,3134,2,1,1,no,no,yes,no,no,0,no,semi-furnished
3127000.0,3412,2,2,2,yes,no,yes,yes,yes,0,no,furnished
4861000.0,6571,3,1,4,yes,yes,yes,yes,yes,1,yes,furnished
6050000.0,4784,3,2,1,yes,yes,yes,no,yes,1,yes,unfurnished
2996000.0,3747,2,1,1,yes,yes,yes,no,yes,0,no,unfurnished
5619000.0,4408,3,1,1,no,yes,no,yes,no,1,yes,furnished
2346000.0,4716,4,1,1,no,yes,no,no,no,0,no,unfurnished
7003000.0,4581,5,1,2,no,no,yes,yes,no,1,no,semi-furnished
5040000.0,3747,4,1,3,yes,no,no,yes,no,3,yes,unfurnished
2100000.0,3973,1,2,2,yes,no,yes,yes,no,1,no,furnished
4029000.0,3562,2,1,1,yes,no,yes,yes,yes,0,yes,furnished
6169000.0,8789,4,1,1,yes,yes,no,no,yes,0,yes,semi-furnished
4342000.0,3911,1,1,2,no,no,no,no,no,0,no,semi-furnished
4931000.0,6522,4,1,2,no,yes,yes,yes,no,1,yes,semi-furnished
3792000.0,7161,2,1,3,no,yes,no,yes,yes,0,no,furnished
2562000.0,2961,4,1,1,no,no,yes,yes,yes,1,no,semi-furnished
4385000.0,8125,3,1,1,yes,yes,no,no,yes,4,no,semi-furnished
3297000.0,4734,3,1,3,yes,yes,no,yes,no,1,no,unfurnished
3306000.0,4699,5,2,2,yes,no,no,no,no,0,yes,semi-furnished
4755000.0,2952,3,1,2,yes,yes,yes,yes,yes,1,yes,semi-furnished
4259000.0,6213,4,1,2,yes,yes,yes,no,yes,1,yes,semi-furnished
2851000.0,4677,3,1,1,no,no,yes,yes,no,2,no,semi-furnished
7065000.0,4966,2,2,3,yes,yes,yes,yes,yes,0,yes,furnished
9575000.0,6450,4,3,2,no,no,yes,no,yes,2,yes,semi-furnished
3914000.0,3268,2,1,3,yes,yes,no,yes,no,0,yes,semi-furnished
5776000.0,7926,2,1,1,no,no,yes,no,yes,1,no,unfurnished
2107000.0,7565,1,1,2,yes,no,yes,no,yes,0,yes,furnished
7256000.0,6232,3,1,2,no,no,yes,no,yes,0,no,furnished
2767000.0,3243,3,2,1,no,no,no,yes,yes,1,yes,unfurnished
6300000.0,6870,4,3,1,yes,no,yes,yes,no,1,no,unfurnished
5229000.0,7342,2,1,1,no,no,yes,no,no,2,yes,semi-furnished
3290000.0,4004,3,1,2,yes,yes,yes,yes,no,0,no,semi-furnished
3515000.0,7631,3,2,1,no,yes,no,yes,no,3,no,furnished
2960000.0,2496,4,1,2,no,yes,yes,yes,yes,1,yes,unfurnished
3619000.0,2970,1,2,1,no,no,no,no,no,2,yes,unfurnished
3580000.0,5832,2,2,2,no,yes,no,no,yes,1,yes,semi-furnished
4087000.0,3580,3,1,4,no,yes,yes,yes,no,0,yes,unfurnished
7261000.0,6101,2,1,2,yes,yes,no,yes,no,2,no,unfurnished
7331000.0,6869,4,2,2,yes,no,no,yes,no,1,yes,furnished
5482000.0,6167,3,2,2,no,yes,no,yes,no,2,yes,semi-furnished
3460000.0,3685,2,2,3,yes,yes,no,yes,no,0,no,semi-furnished
4013000.0,5037,4,1,3,yes,no,yes,yes,yes,0,yes,furnished
6749000.0,6725,4,3,3,no,yes,no,no,no,0,no,semi-furnished
2908000.0,3014,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished
6136000.0,10605,3,1,1,no,yes,no,no,yes,2,yes,furnished
5529000.0,6100,4,1,2,no,no,no,yes,yes,2,yes,furnished
3524000.0,3386,1,3,1,no,no,no,no,yes,1,no,furnished
4013000.0,8434,3,2,1,no,no,yes,no,yes,1,no,unfurnished
5966000.0,6954,5,1,3,no,yes,yes,yes,no,2,yes,semi-furnished
3773000.0,4252,4,1,1,no,yes,no,yes,no,0,yes,semi-furnished
3318000.0,4688,3,1,2,yes,yes,no,no,yes,0,yes,furnished
3495000.0,2951,1,2,1,yes,no,yes,no,no,1,no,furnished
3536000.0,5217,1,2,1,no,yes,yes,yes,yes,0,no,unfurnished
5103000.0,3635,3,1,1,yes,no,no,no,no,0,no,unfurnished
3024000.0,6090,1,1,2,no,yes,yes,no,no,0,no,semi-furnished
4284000.0,6198,4,1,3,no,yes,yes,no,no,0,yes,furnished
3590000.0,3140,2,3,1,no,yes,yes,yes,yes,1,no,unfurnished
3848000.0,2834,3,1,3,yes,no,yes,no,yes,1,no,semi-furnished
3089000.0,3297,3,2,2,yes,yes,no,yes,no,0,no,furnished
8756000.0,9280,5,1,3,yes,yes,yes,no,yes,1,yes,semi-furnished
2997000.0,3689,2,3,1,yes,yes,no,no,yes,1,no,semi-furnished
3483000.0,3436,1,1,2,yes,no,yes,no,no,1,yes,furnished
4226000.0,2544,2,1,1,yes,yes,yes,yes,no,0,yes,semi-furnished
3927000.0,3312,2,1,3,no,no,yes,yes,no,0,yes,furnished
7597000.0,8256,3,2,3,yes,yes,yes,no,no,2,yes,furnished
5046000.0,2057,4,1,2,no,no,no,yes,yes,1,yes,furnished
7147000.0,8939,4,2,4,yes,no,no,yes,no,0,yes,unfurnished
7473000.0,9502,3,1,1,yes,no,no,no,no,0,yes,furnished
14374000.0,7571,4,2,1,yes,no,no,yes,no,2,yes,unfurnished
3161000.0,3583,1,1,1,no,yes,yes,yes,yes,0,yes,semi-furnished
5316000.0,9425,4,2,2,no,no,no,yes,yes,1,yes,furnished
4685000.0,4660,4,1,1,yes,no,yes,yes,no,0,yes,unfurnished
10781000.0,3550,5,1,1,yes,yes,no,no,yes,3,yes,furnished
6124000.0,5178,4,1,4,yes,yes,no,no,yes,1,no,semi-furnished
7504000.0,6274,4,1,3,no,no,yes,yes,no,2,yes,semi-furnished
6030000.0,6534,2,1,1,yes,no,no,yes,no,1,yes,unfurnished
2137000.0,3560,5,1,1,no,yes,no,no,yes,0,no,furnished
3080000.0,4827,4,1,3,yes,yes,yes,no,no,0,yes,semi-furnished
5202000.0,6508,2,1,1,yes,no,yes,yes,yes,0,yes,furnished
3364000.0,2935,3,1,2,yes,no,no,yes,no,1,yes,unfurnished
5465000.0,4431,3,1,1,yes,no,no,no,no,1,yes,furnished
11729000.0,8832,5,3,5,no,yes,no,no,no,2,no,furnished
3398000.0,5220,5,1,4,no,yes,no,no,yes,0,yes,semi-furnished
6340000.0,7119,4,1,1,yes,yes,no,yes,no,2,yes,unfurnished
4238000.0,3419,2,1,1,no,yes,no,no,no,0,no,semi-furnished
4255000.0,7393,4,2,1,yes,yes,no,no,yes,1,no,unfurnished
5152000.0,6005,4,1,4,no,yes,yes,yes,no,0,yes,unfurnished
10184000.0,8020,5,1,3,no,yes,no,yes,no,3,yes,unfurnished
3059000.0,3371,1,1,1,yes,yes,yes,no,yes,0,no,unfurnished
8036000.0,5583,2,3,2,yes,no,no,yes,yes,2,no,unfurnished
5591000.0,6281,1,2,4,no,no,no,yes,yes,1,yes,semi-furnished
2527000.0,4881,5,1,2,no,no,yes,yes,yes,1,no,unfurnished
3507000.0,4974,1,2,1,no,yes,no,yes,yes,1,no,furnished
3586000.0,3330,3,1,2,yes,yes,yes,yes,yes,0,no,semi-furnished
2953000.0,2516,4,2,1,yes,no,no,no,yes,0,no,furnished
6981000.0,5738,4,1,3,no,no,yes,no,yes,2,no,furnished
4880000.0,3261,5,2,1,yes,no,no,no,no,1,yes,semi-furnished
2532000.0,5758,3,1,1,no,yes,yes,yes,yes,0,no,semi-furnished
6367000.0,5328,3,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
3670000.0,2989,3,1,3,yes,yes,no,yes,no,0,no,unfurnished
5338000.0,3971,3,2,2,no,no,no,yes,no,1,yes,semi-furnished
7716000.0,8184,3,3,4,no,yes,no,yes,no,2,no,unfurnished
5258000.0,5898,3,2,1,no,no,yes,no,yes,0,no,furnished
3686000.0,2600,3,1,2,no,no,yes,no,yes,0,yes,semi-furnished
2896000.0,3969,2,1,3,yes,no,yes,yes,yes,1,yes,semi-furnished
11572000.0,8172,4,2,4,no,no,no,yes,yes,2,yes,unfurnished
2118000.0,2946,3,1,1,no,yes,yes,yes,yes,1,yes,unfurnished
9135000.0,6468,3,3,1,no,yes,yes,no,yes,1,yes,unfurnished
2980000.0,3666,4,2,2,no,no,yes,no,no,0,no,semi-furnished
2664000.0,3699,3,2,2,no,no,yes,no,yes,3,no,unfurnished
2729000.0,2469,3,1,3,no,no,no,no,no,0,yes,unfurnished
2760000.0,3620,3,1,1,no,yes,yes,yes,no,0,yes,furnished
8291000.0,8472,4,1,5,no,yes,no,yes,yes,0,no,furnished
4338000.0,3647,5,1,2,no,no,yes,yes,yes,3,yes,furnished
2743000.0,4818,4,1,1,no,no,yes,yes,no,2,no,unfurnished
12972000.0,9092,2,2,1,no,no,yes,no,yes,2,no,unfurnished
3606000.0,4141,3,2,3,yes,no,no,yes,no,0,yes,furnished
3875000.0,2882,4,1,1,no,yes,yes,no,no,0,yes,semi-furnished
3685000.0,3929,3,1,1,yes,no,yes,yes,no,0,no,semi-furnished
5303000.0,6081,2,3,5,no,no,yes,no,no,1,yes,unfurnished
5876000.0,9404,2,2,1,yes,yes,no,no,no,0,yes,furnished
3988000.0,4467,3,1,1,no,yes,no,yes,no,1,no,semi-furnished
2698000.0,7292,1,2,1,no,no,yes,no,yes,0,yes,semi-furnished
3006000.0,2847,4,1,2,no,yes,no,no,no,1,no,furnished
7366000.0,5937,4,3,5,no,yes,yes,no,yes,0,no,semi-furnished
10177000.0,16656,4,4,1,no,yes,yes,yes,yes,0,no,unfurnished
4621000.0,4232,5,1,1,yes,yes,yes,yes,yes,0,no,semi-furnished
6887000.0,9069,4,1,4,no,no,no,yes,no,2,yes,semi-furnished
4310000.0,3295,1,1,1,no,no,no,no,no,0,yes,semi-furnished
3985000.0,4178,4,2,2,no,yes,no,yes,yes,3,yes,unfurnished
7249000.0,5999,2,1,5,yes,yes,yes,no,no,2,yes,semi-furnished
4076000.0,5324,3,1,1,no,yes,no,no,no,1,no,furnished
4481000.0,5124,2,1,3,no,yes,no,yes,no,1,no,furnished
4335000.0,8761,4,2,4,no,no,yes,yes,no,2,yes,semi-furnished
5996000.0,4572,4,1,1,yes,yes,no,yes,yes,2,no,furnished
3251000.0,2535,1,1,1,yes,no,no,yes,yes,1,yes,unfurnished
3227000.0,7474,1,1,1,yes,yes,yes,no,yes,2,yes,semi-furnished
11314000.0,9550,4,1,1,yes,yes,yes,no,no,2,no,furnished
3124000.0,3811,4,2,1,yes,yes,no,yes,yes,3,yes,unfurnished
3702000.0,4915,5,2,2,no,yes,yes,no,yes,1,no,unfurnished
4795000.0,4491,3,2,1,yes,no,no,no,yes,2,yes,furnished
2509000.0,3462,5,1,3,yes,no,yes,yes,no,2,no,semi-furnished
3265000.0,7711,3,1,2,no,yes,no,yes,yes,0,no,unfurnished
3485000.0,4062,1,2,1,yes,yes,no,no,yes,1,yes,unfurnished
4182000.0,4062,2,1,3,no,yes,no,yes,yes,1,yes,semi-furnished
2822000.0,3271,3,1,2,no,yes,no,yes,no,2,no,semi-furnished
4261000.0,3293,2,1,1,no,yes,no,yes,no,0,no,unfurnished
2650000.0,4128,3,2,2,yes,no,yes,no,yes,0,yes,unfurnished
2830000.0,3518,1,1,1,no,no,yes,no,no,0,no,furnished
3655000.0,3179,4,1,1,no,no,no,yes,yes,0,no,semi-furnished
3954000.0,6151,2,2,1,no,no,yes,yes,no,1,no,unfurnished
4465000.0,2271,3,2,1,no,yes,yes,no,yes,0,yes,unfurnished
3744000.0,1815,3,3,3,no,yes,yes,no,yes,0,no,furnished
10520000.0,6009,5,3,3,yes,yes,yes,yes,yes,1,no,unfurnished
1857000.0,1993,1,1,2,no,no,yes,no,no,1,yes,unfurnished
5974000.0,3712,3,1,3,no,no,no,no,no,2,no,semi-furnished
4647000.0,6194,5,3,3,yes,yes,no,no,yes,1,no,unfurnished
6786000.0,6931,3,2,1,no,no,no,no,yes,3,yes,semi-furnished
7981000.0,7301,2,1,3,no,no,yes,yes,yes,3,no,furnished
5861000.0,4383,3,1,2,no,no,no,no,yes,1,no,semi-furnished
4846000.0,6275,3,2,5,no,no,no,no,yes,0,yes,unfurnished
6856000.0,6959,3,1,1,no,yes,no,yes,no,1,no,semi-furnished
6165000.0,6389,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished
3857000.0,2924,2,1,1,yes,no,no,no,yes,0,yes,furnished
4484000.0,5056,5,1,1,yes,no,no,yes,no,0,yes,furnished
5395000.0,2790,2,1,4,yes,no,yes,yes,yes,0,yes,unfurnished
4410000.0,3734,4,1,1,no,no,yes,yes,no,0,no,furnished
3255000.0,4662,4,2,1,no,yes,no,no,yes,1,yes,semi-furnished
3897000.0,4188,3,1,1,no,no,yes,no,no,1,yes,furnished
3963000.0,6816,2,1,1,no,no,yes,no,no,1,yes,unfurnished
4329000.0,6041,2,2,2,yes,yes,yes,no,no,0,yes,furnished
3331000.0,3082,3,1,2,no,no,no,no,yes,0,no,semi-furnished
6693000.0,6312,4,2,1,yes,no,no,yes,no,1,no,furnished
4188000.0,2129,3,1,4,yes,yes,no,no,no,0,yes,semi-furnished
3203000.0,3492,1,1,1,yes,no,yes,no,no,1,no,unfurnished
3695000.0,4191,1,1,1,no,no,yes,yes,yes,1,yes,unfurnished
9244000.0,6521,4,3,1,no,no,yes,no,yes,1,no,unfurnished
5631000.0,5935,3,1,2,no,no,yes,yes,no,1,yes,unfurnished
4856000.0,7051,5,1,1,no,yes,no,no,yes,1,no,semi-furnished
3053000.0,4477,5,1,3,no,no,yes,no,yes,1,no,unfurnished
2832000.0,5223,4,1,2,no,yes,yes,no,no,0,yes,semi-furnished
3051000.0,3353,1,2,1,yes,yes,yes,yes,no,0,yes,unfurnished
3044000.0,2428,4,1,1,yes,no,no,yes,no,0,yes,semi-furnished
8035000.0,6598,4,3,3,no,yes,no,yes,yes,0,no,unfurnished
4187000.0,7802,3,2,3,yes,yes,yes,no,yes,0,no,unfurnished
3688000.0,3461,4,1,1,yes,yes,no,yes,no,0,yes,semi-furnished
2993000.0,5250,4,1,4,yes,yes,yes,no,yes,1,yes,unfurnished
3754000.0,4415,3,2,1,yes,no,no,yes,no,0,no,furnished
3533000.0,5888,2,2,2,yes,no,no,yes,no,0,no,unfurnished
7590000.0,5790,3,1,5,no,yes,yes,no,yes,0,no,unfurnished
6470000.0,3646,3,2,3,no,yes,yes,no,no,1,yes,semi-furnished
13416000.0,7157,3,2,3,yes,yes,yes,no,yes,1,no,furnished
3620000.0,4379,4,1,1,no,no,yes,yes,yes,0,no,unfurnished
4054000.0,1975,4,1,2,no,yes,yes,no,yes,0,yes,furnished
2387000.0,3227,2,1,3,yes,no,yes,no,no,0,no,semi-furnished
2029000.0,3003,4,3,3,yes,no,no,no,no,1,yes,semi-furnished
3531000.0,6311,3,2,1,yes,yes,yes,yes,yes,0,yes,semi-furnished
5346000.0,6506,4,1,3,yes,no,yes,yes,yes,0,no,unfurnished
9198000.0,6091,3,1,3,no,yes,no,yes,yes,0,yes,unfurnished
3896000.0,4059,3,3,1,yes,no,no,yes,yes,3,yes,furnished
8679000.0,8586,3,3,5,yes,yes,no,yes,no,2,no,furnished
3552000.0,5452,2,1,1,yes,yes,yes,no,no,0,yes,furnished
4481000.0,3406,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished
4787000.0,6748,3,2,2,no,no,yes,yes,yes,1,yes,unfurnished
5846000.0,12138,3,2,2,yes,yes,no,yes,yes,1,no,furnished
7219000.0,6766,3,1,2,no,no,no,yes,no,1,no,furnished
7153000.0,4538,4,1,2,yes,yes,no,yes,no,2,yes,unfurnished
7319000.0,5580,3,1,4,yes,no,no,no,no,1,yes,semi-furnished
4013000.0,7745,4,2,1,no,yes,no,no,no,0,yes,furnished
12779000.0,7635,4,1,1,yes,no,no,yes,yes,1,no,furnished
9116000.0,7393,4,3,4,no,yes,yes,yes,no,1,yes,unfurnished
4365000.0,2162,4,1,2,yes,yes,yes,yes,yes,1,yes,unfurnished
4637000.0,4186,3,1,1,yes,no,yes,yes,no,0,yes,semi-furnished
9226000.0,5857,4,2,3,no,yes,no,yes,yes,2,no,semi-furnished
2735000.0,4702,3,2,1,yes,no,yes,no,yes,0,no,semi-furnished
10129000.0,16235,5,2,1,no,no,no,yes,yes,0,yes,semi-furnished
3064000.0,2643,4,1,2,yes,no,yes,no,no,1,no,furnished
8914000.0,6435,2,2,4,yes,no,no,yes,no,2,yes,semi-furnished
5563000.0,5853,1,1,1,no,no,yes,yes,yes,2,yes,unfurnished
3287000.0,3985,2,2,1,no,no,yes,yes,no,0,no,unfurnished
3588000.0,7615,4,2,2,yes,no,no,yes,no,0,yes,unfurnished
3814000.0,3258,3,1,3,no,yes,no,no,yes,0,no,semi-furnished
2773000.0,5520,4,1,3,no,no,yes,no,yes,0,yes,unfurnished
8184000.0,5837,3,1,1,yes,yes,yes,yes,no,2,no,furnished
2909000.0,3231,2,2,2,no,no,yes,no,yes,0,yes,semi-furnished
4587000.0,8406,3,1,2,no,no,no,yes,yes,2,yes,semi-furnished
3547000.0,2336,2,2,4,no,no,no,yes,yes,0,no,furnished
5015000.0,2009,5,2,3,yes,yes,yes,yes,no,0,yes,unfurnished
4524000.0,6570,4,2,1,no,no,no,no,no,1,no,unfurnished
3883000.0,2925,2,1,2,no,yes,no,yes,no,0,yes,furnished
3629000.0,2183,2,1,3,yes,no,no,no,yes,1,yes,furnished
8988000.0,8004,3,1,2,yes,yes,no,no,no,0,no,unfurnished
2949000.0,1667,2,1,3,no,yes,no,yes,no,0,no,unfurnished
2500000.0,3023,3,2,1,no,no,yes,no,yes,2,no,furnished
